,name,cname,symbol
2584,World Fuel Services Corp.,全球燃料服务,INT
2585,"Safehold, Inc.","Safehold, Inc.",SAFE
2586,Banco BBVA Argentina SA,Banco BBVA Argentina SA,BBAR
2587,"The GEO Group, Inc.",地缘,GEO
2588,"Cohu, Inc.",科休半导体,COHU
2589,Enterprise Financial Services Corp.,Enterprise Financial Services Corp.,EFSC
2590,"LeMaitre Vascular, Inc.",勒梅特微管医疗,LMAT
2591,Semtech Corp.,先科电子,SMTC
2592,"Napco Security Technologies, Inc.","Napco Security Technologies, Inc.",NSSC
2593,"First Watch Restaurant Group, Inc.","First Watch Restaurant Group, Inc.",FWRG
2594,"Helios Technologies, Inc.","Helios Technologies, Inc.",HLIO
2595,"Rent-A-Center, Inc.","Rent-A-Center, Inc.",RCII
2596,"Heartland Financial USA, Inc.",哈特兰金融,HTLF
2597,ProShares Ultra QQQ,纳斯达克100指数ETF-ProShares两倍做多,QLD
2598,Sterling Check Corp.,Sterling Check Corp.,STER
2599,Blackrock Science & Technology Term Trust,Blackrock Science & Technology Term Trust,BSTZ
2600,"Xencor, Inc.","Xencor, Inc.",XNCR
2601,"Immunome, Inc.","Immunome, Inc.",IMNM
2602,"The Chefs' Warehouse, Inc.","The Chefs' Warehouse, Inc.",CHEF
2603,Avadel Pharmaceuticals Plc,Avadel Pharmaceuticals Plc,AVDL
2604,"Northwest Bancshares, Inc. (Pennsylvania)","Northwest Bancshares, Inc. (Pennsylvania)",NWBI
2605,"Steelcase, Inc.","Steelcase, Inc.",SCS
2606,BlackRock Municipal 2030 Target Term Trust,BlackRock Municipal 2030 Target Term Trust,BTT
2607,Knowles Corp.,Knowles Corp.,KN
2608,FLYING EAGLE ACQUISITION CORP,FLYING EAGLE ACQUISITION CORP,FEAC
2609,Sigma Lithium Corp.,Sigma Lithium Corp.,SGML
2610,Taboola.com Ltd.,Taboola.com Ltd.,TBLA
2611,World Kinect Corp.,World Kinect Corp.,WKC
2612,Invesco Large Cap Value ETF,Invesco Large Cap Value ETF,PWV
2613,"4D Molecular Therapeutics, Inc.","4D Molecular Therapeutics, Inc.",FDMT
2614,"Gyre Therapeutics, Inc.","Gyre Therapeutics, Inc.",GYRE
2615,"E2open Parent Holdings, Inc.","E2open Parent Holdings, Inc.",ETWO
2616,Kiniksa Pharmaceuticals Ltd.,Kiniksa Pharmaceuticals Ltd.,KNSA
2617,Getty Realty Corp.,Getty Realty Corp.,GTY
2618,iShares Edge MSCI Intl Quality Factor ETF,iShares Edge MSCI Intl Quality Factor ETF,IQLT
2619,"Eve Holding, Inc.","Eve Holding, Inc.",EVEX
2620,"Harmonic, Inc.",谐波,HLIT
2621,"Pacira Biosciences, Inc.","Pacira Biosciences, Inc.",PCRX
2622,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,PXF
2623,"Revolve Group, Inc.",Revolve,RVLV
2624,"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc.",SLNO
2625,"Helix Energy Solutions Group, Inc.",螺旋能源,HLX
2626,"Hawkins, Inc.",霍金斯材料,HWKN
2627,"JinkoSolar Holding Co., Ltd.",晶科能源,JKS
2628,First Trust Nasdaq-100 Equal Weighted Index Fund,First Trust Nasdaq-100 Equal Weighted Index Fund,QQEW
2629,"UTZ Brands, Inc.","UTZ Brands, Inc.",UTZ
2630,"AvePoint, Inc.","AvePoint, Inc.",AVPT
2631,Invesco Optimum Yield Diversified Commodity Strategy K-1 ETF,Invesco Optimum Yield Diversified Commodity Strategy K-1 ETF,PDBC
2632,First Bancorp (North Carolina),第一万能金控,FBNC
2633,"ADMA Biologics, Inc.","ADMA Biologics, Inc.",ADMA
2634,"Everbridge, Inc.","Everbridge, Inc.",EVBG
2635,"Cadre Holdings, Inc.","Cadre Holdings, Inc.",CDRE
2636,PIMCO Dynamic Income Opportunities Fund,PIMCO Dynamic Income Opportunities Fund,PDO
2637,"MeridianLink, Inc.",麦迪实软件,MLNK
2638,AdaptHealth Corp.,AdaptHealth Corp.,AHCO
2639,"Ingles Markets, Inc.",安格莱斯市场,IMKTA
2640,Schwab 1000 Index ETF,Schwab 1000 Index ETF,SCHK
2641,"Boulder Growth & Income Fund, Inc.",BIF基金,BIF
2642,"Leslie's, Inc.","Leslie's, Inc.",LESL
2643,Digital World Acquisition Corp.,Digital World Acquisition Corp.,DWAC
2644,iShares US Equity Factor ETF,iShares US Equity Factor ETF,LRGF
2645,"Warby Parker, Inc.","Warby Parker, Inc.",WRBY
2646,Horace Mann Educators Corp.,霍勒斯曼恩,HMN
2647,"Quality Systems, Inc.","Quality Systems, Inc.",QSII
2648,"Distribution Solutions Group, Inc.","Distribution Solutions Group, Inc.",DSGR
2649,"Kforce, Inc.",K力,KFRC
2650,Sun Hydraulics Corp.,Sun Hydraulics Corp.,SNHY
2651,"flyExclusive, Inc.","flyExclusive, Inc.",FLYX
2652,Realogy Holdings Corp.,Realogy Holdings Corp.,RLGY
2653,"The Vita Coco Co., Inc.",科林斯学院,COCO
2654,MannKind Corp.,曼恩凯德生物医疗,MNKD
2655,Pharvaris NV,Pharvaris NV,PHVS
2656,"Archer Aviation, Inc.","Archer Aviation, Inc.",ACHR
2657,Studio City International Holdings Ltd.,Studio City International Holdings Ltd.,MSC
2658,"ANI Pharmaceuticals, Inc.","ANI Pharmaceuticals, Inc.",ANIP
2659,National HealthCare Corp.,National HealthCare Corp.,NHC
2660,Northwest Natural Holding Co.,西北天然气,NWN
2661,"Skyward Specialty Insurance Group, Inc.","Skyward Specialty Insurance Group, Inc.",SKWD
2662,"Jack in the Box, Inc.","Jack in the Box, Inc.",JACK
2663,Vanguard Russell 2000 Index Fund,领航 罗素2000 ETF,VTWO
2664,The Bank of N.T. Butterfield & Son Ltd.,The Bank of N.T. Butterfield & Son Ltd.,NTB
2665,"Ironwood Pharmaceuticals, Inc.",Ironwood医药,IRWD
2666,"V2X, Inc.","V2X, Inc.",VVX
2667,"Bumble, Inc.","Bumble, Inc.",BMBL
2668,"XPEL, Inc.","XPEL, Inc.",XPEL
2669,FinVolution Group,信也科技集团,FINV
2670,John Hancock Multifactor Large Cap ETF,John Hancock Multifactor Large Cap ETF,JHML
2671,Victoria's Secret & Co.,Victoria's Secret & Co.,VSCO
2672,"GigaCloud Technology, Inc.",大健云仓科技公司,GCT
2673,"PROG Holdings, Inc.","PROG Holdings, Inc.",PRG
2674,"Veris Residential, Inc.","Veris Residential, Inc.",VRE
2675,"BlackRock Corporate High Yield Fund, Inc.",HYT基金,HYT
2676,"AbCellera Biologics, Inc.","AbCellera Biologics, Inc.",ABCL
2677,Kenon Holdings Ltd.,Kenon Holdings Ltd.,KEN
2678,"LTC Properties, Inc.",LTC房产,LTC
2679,Fidelity MSCI Financials Index ETF,Fidelity MSCI Financials Index ETF,FNCL
2680,Nuveen S&P 500 Buy-Write Income Fund,Nuveen S&P 500 Buy-Write Income Fund,BXMX
2681,SPDR S&P Global Natural Resources ETF,SPDR 标普环球自然资源 ETF,GNR
2682,Ladder Capital Corp.,Ladder Capital Corp.,LADR
2683,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,SAND
2684,"Phreesia, Inc.","Phreesia, Inc.",PHR
2685,First Trust Low Duration Opportunities ETF,First Trust 短久期机会 ETF,LMBS
2686,iShares iBonds Dec 2021 Term Corporate ETF,iShares iBonds Dec 2021 Term Corporate ETF,IBDM
2687,"Guess?, Inc.","Guess?, Inc.",GES
2688,First Commonwealth Financial Corp. (Pennsylvania),第一联邦金融,FCF
2689,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Eaton Vance Tax-Advantaged Global Dividend Income Fund,ETG
2690,"Claros Mortgage Trust, Inc.","Claros Mortgage Trust, Inc.",CMTG
2691,CTS Corp.,CTS Corp.,CTS
2692,"Establishment Labs Holdings, Inc.","Establishment Labs Holdings, Inc.",ESTA
2693,"Spyre Therapeutics, Inc.","Spyre Therapeutics, Inc.",SYRE
2694,Danaos Corp.,达那俄斯,DAC
2695,Genesis Energy LP,Genesis Energy LP,GEL
2696,FLEX LNG Ltd.,FLEX LNG Ltd.,FLNG
2697,Opera Ltd.,欧朋公司,OPRA
2698,Vanguard ESG U.S. Stock ETF,Vanguard ESG U.S. Stock ETF,ESGV
2699,"Couchbase, Inc.","Couchbase, Inc.",BASE
2700,"Hope Bancorp, Inc.","Hope Bancorp, Inc.",HOPE
2701,"Day One Biopharmaceuticals, Inc.","Day One Biopharmaceuticals, Inc.",DAWN
2702,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc.",SYBT
2703,"Relay Therapeutics, Inc.","Relay Therapeutics, Inc.",RLAY
2704,Pep Boys-Manny Moe & Jack,曼尼摩杰汽配,PBY
2705,G-III Apparel Group Ltd.,G-III Apparel Group Ltd.,GIII
2706,"Angi, Inc.",安吉斯里斯特公司,ANGI
2707,"Sally Beauty Holdings, Inc.",莎莉美容控股公司,SBH
2708,"Agiliti, Inc. (Minnesota)","Agiliti, Inc. (Minnesota)",AGTI
2709,Suburban Propane Partners LP,Suburban Propane Partners LP,SPH
2710,"Costamare, Inc.","Costamare, Inc.",CMRE
2711,"Colony Credit Real Estate, Inc.","Colony Credit Real Estate, Inc.",CLNC
2712,"Amplitude, Inc.","Amplitude, Inc.",AMPL
2713,Navios Maritime Partners LP,Navios Maritime Partners LP,NMM
2714,First Trust Utilities AlphaDEX Fund,First Trust Utilities AlphaDEX Fund,FXU
2715,"Canadian Solar, Inc.",阿特斯,CSIQ
2716,Definitive Healthcare Corp.,Definitive Healthcare Corp.,DH
2717,"Green Plains, Inc.",绿色平原能源,GPRE
2718,First Trust Mid Cap Core AlphaDEX Fund,First Trust Mid Cap Core AlphaDEX Fund,FNX
2719,"Marcus & Millichap, Inc.",马库斯米利查普&#8203;,MMI
2720,"PDF Solutions, Inc.","PDF Solutions, Inc.",PDFS
2721,"Caleres, Inc.","Caleres, Inc.",CAL
2722,Autolus Therapeutics Plc,Autolus Therapeutics Plc,AUTL
2723,"Systemax, Inc.","Systemax, Inc.",SYX
2724,SPDR Portfolio Long Term Treasury ETF,SPDR Portfolio Long Term Treasury ETF,SPTL
2725,Allegiant Travel Co.,忠诚旅游公司,ALGT
2726,Two Harbors Investment Corp.,Two Harbors Investment Corp.,TWO
2727,Actuant Corp.,实用动力集团,ATU
2728,"Hercules Capital, Inc.","Hercules Capital, Inc.",HCXY
2729,ZIM Integrated Shipping Services Ltd.,ZIM Integrated Shipping Services Ltd.,ZIM
2730,NextDecade Corp.,NextDecade Corp.,NEXT
2731,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",MCRI
2732,iShares MSCI World ETF,iShares MSCI全球 ETF,URTH
2733,"Zuora, Inc.","Zuora, Inc.",ZUO
2734,"Impax Laboratories, Inc.",Impax制药,IPXL
2735,Liberty Latin America Ltd.,Liberty Latin America Ltd.,LILAK
2736,"Mirum Pharmaceuticals, Inc.",Mirum Pharmaceuticals,MIRM
2737,New Mountain Finance Corp.,New Mountain Finance Corp.,NMFC
2738,"Omnicell, Inc.","Omnicell, Inc.",OMCL
2739,TICC Capital Corp.,TICC Capital Corp.,TICCL
2740,Playa Hotels & Resorts NV,Playa Hotels & Resorts NV,PLYA
2741,First Busey Corp.,First Busey Corp.,BUSE
2742,Tortoise Acquisition Corp.,Tortoise Acquisition Corp.,SHLL
2743,DoubleLine Income Solutions Fund,DoubleLine Income Solutions Fund,DSL
2744,"Ligand Pharmaceuticals, Inc.","Ligand Pharmaceuticals, Inc.",LGND
2745,"Aspen Aerogels, Inc.","Aspen Aerogels, Inc.",ASPN
2746,Invesco S&P 500 Pure Value ETF,景顺 标普500纯价值 ETF,RPV
2747,"Diebold Nixdorf, Inc.",迪堡金融设备,DBD
2748,"Pathward Financial, Inc.",米塔金融,CASH
2749,Oxford Square Capital Corp.,Oxford Square Capital Corp.,OXSQL
2750,"Hawaiian Electric Industries, Inc.",夏威夷电力,HE
2751,"Blucora, Inc.","Blucora, Inc.",BCOR
2752,National Bank Holdings Corp.,National Bank Holdings Corp.,NBHC
2753,First Trust Tactical High Yield ETF,First Trust Tactical High Yield ETF,HYLS
2754,Liberty Latin America Ltd.,Liberty Latin America Ltd.,LILA
2755,"Rush Street Interactive, Inc.","Rush Street Interactive, Inc.",RSI
2756,"Hello Group, Inc.",挚文集团,MOMO
2757,"Falcon鈥檚 Beyond Global, Inc.","Falcon鈥檚 Beyond Global, Inc.",FBYD
2758,Kaman Corp.,Kaman Corp.,KAMN
2759,AT&#38;T Inc.,AT&#38;T Inc.,TBB
2760,Westamerica Bancorporation,Westamerica Bancorporation,WABC
2761,Orion SA,Orion SA,OEC
2762,Invesco Financial Preferred ETF,优先金融股指数ETF-PowerShares,PGF
2763,"Membership Collective Group, Inc.","Membership Collective Group, Inc.",MCG
2764,Tallgrass Energy GP LP,Tallgrass Energy GP LP,TEGP
2765,Fidelity MSCI Consumer Discretionary Index ETF,Fidelity MSCI Consumer Discretionary Index ETF,FDIS
2766,"Corsair Gaming, Inc.","Corsair Gaming, Inc.",CRSR
2767,"Arcutis Biotherapeutics, Inc.","Arcutis Biotherapeutics, Inc.",ARQT
2768,FS Investment Corp.,FS Investment Corp.,FSIC
2769,"American Assets Trust, Inc.","American Assets Trust, Inc.",AAT
2770,"WisdomTree, Inc.","WisdomTree, Inc.",WT
2771,Star Peak Energy Transition Corp.,Star Peak Energy Transition Corp.,STPK
2772,OneSpaWorld Holdings Ltd.,OneSpaWorld Holdings Ltd.,OSW
2773,NetSTREIT Corp.,NetSTREIT Corp.,NTST
2774,Jaws Acquisition Corp.,Jaws Acquisition Corp.,JWS
2775,"Belite Bio, Inc.","Belite Bio, Inc.",BLTE
2776,NuScale Power Corp.,NuScale Power Corp.,SMR
2777,Select Comfort Corporation,Select Comfort Corporation,SCSS
2778,"Olaplex Holdings, Inc.","Olaplex Holdings, Inc.",OLPX
2779,Lindsay Corp.,Lindsay Corp.,LNN
2780,"Fairmount Santrol Holdings, Inc.","Fairmount Santrol Holdings, Inc.",FMSA
2781,iShares iBonds Dec 2020 Term Corporate ETF,iShares iBonds Dec 2020 Term Corporate ETF,IBDL
2782,"Cargo Therapeutics, Inc.","Cargo Therapeutics, Inc.",CRGX
2783,Immatics NV,Immatics NV,IMTX
2784,"Tilray Brands, Inc.","Tilray Brands, Inc.",TLRY
2785,Foley Trasimene Acquisition Corp.,Foley Trasimene Acquisition Corp.,WPF
2786,Invesco FTSE RAFI Emerging Markets ETF,Invesco FTSE RAFI Emerging Markets ETF,PXH
2787,THOMA BRAVO ADVANTAGE,THOMA BRAVO ADVANTAGE,TBA
2788,1st Source Corp.,1st Source Corp.,SRCE
2789,"Diamond Offshore Drilling, Inc.",钻石海上钻探公司,DO
2790,Wabash National Corp.,Wabash National Corp.,WNC
2791,Blackrock Science & Technology Trust,Blackrock Science & Technology Trust,BST
2792,KraneShares CSI China Internet ETF,KraneShares中概互联网指数ETF,KWEB
2793,"Altice USA, Inc.","Altice USA, Inc.",ATUS
2794,JPMorgan Diversified Return International Equity ETF,摩根大通 多元回报国际股票外汇对冲 ETF,JPIN
2795,SPDR S&P Insurance ETF,保险指数ETF-SPDR KBW,KIE
2796,"Canada Goose Holdings, Inc.",加拿大鹅控股公司,GOOS
2797,"Verve Therapeutics, Inc.","Verve Therapeutics, Inc.",VERV
2798,"Tarsus Pharmaceuticals, Inc.","Tarsus Pharmaceuticals, Inc.",TARS
2799,Franklin LibertyQ U.S. Equity ETF,Franklin LibertyQ U.S. Equity ETF,FLQL
2800,Dorchester Minerals LP,多尔切斯特,DMLP
2801,"Apogee Enterprises, Inc.",远地点企业公司,APOG
2802,"Lemonade, Inc.","Lemonade, Inc.",LMND
2803,"indie Semiconductor, Inc.","indie Semiconductor, Inc.",INDI
2804,Genius Sports Ltd.,Genius Sports Ltd.,GENI
2805,Universal Corp.,环球烟草,UVV
2806,Direxion Daily S&P Biotech Bull 3X Shares,Direxion Daily S&P Biotech Bull 3X Shares,LABU
2807,ProFrac Holding Corp.,ProFrac Holding Corp.,ACDC
2808,WK Kellogg Co.,WK Kellogg Co.,KLG
2809,"Travere Therapeutics, Inc.","Travere Therapeutics, Inc.",RTRX
2810,Formidable Fortress ETF,Formidable Fortress ETF,KONG
2811,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust,PMT
2812,Winmark Corp.,威玛克工贸有限公司,WINA
2813,"Plantronics, Inc.",缤特力,PLT
2814,"Trupanion, Inc.","Trupanion, Inc.",TRUP
2815,"ZipRecruiter, Inc.","ZipRecruiter, Inc.",ZIP
2816,"Advantage Solutions, Inc. (California)","Advantage Solutions, Inc. (California)",ADV
2817,"Cars.com, Inc.","Cars.com, Inc.",CARS
2818,"Nicolet Bankshares, Inc.","Nicolet Bankshares, Inc.",NIC
2819,Geron Corp.,杰龙,GERN
2820,SPDR Russell 1000 Low Volatility ETF,SPDR Russell 1000 Low Volatility ETF,LGLV
2821,"Custom Truck One Source, Inc.","Custom Truck One Source, Inc.",CTOS
2822,"NerdWallet, Inc.","NerdWallet, Inc.",NRDS
2823,Partner Communications Co. Ltd.,Partner Communications Co. Ltd.,PTNR
2824,"Adeia, Inc.","Adeia, Inc.",ADEA
2825,"S&T Bancorp, Inc.","S&T Bancorp, Inc.",STBA
2826,Scholar Rock Holding Corp.,Scholar Rock Holding Corp.,SRRK
2827,GDS Holdings Ltd.,万国数据,GDS
2828,Columbus McKinnon Corp.,哥伦布-麦金农,CMCO
2829,Calumet Specialty Products Partners LP,卡路美,CLMT
2830,Perella Weinberg Partners,Perella Weinberg Partners,PWP
2831,iShares Latin America 40 ETF,拉美国家40 ETF-iShares S&P,ILF
2832,PAR Technology Corp.,PAR Technology Corp.,PAR
2833,"NWTN, Inc.",纽顿集团,NWTN
2834,"Alexander & Baldwin, Inc.",亚历山大与鲍德温公司,ALEX
2835,Reinvent Technology Partners Y,Reinvent Technology Partners Y,RTPY
2836,"ChargePoint Holdings, Inc.","ChargePoint Holdings, Inc.",SBE
2837,"Centerra Gold, Inc.","Centerra Gold, Inc.",CGAU
2838,"Coeur Mining, Inc.",科尔黛伦矿业,CDE
2839,Kaiser Aluminum Corp.,凯撒铝业,KALU
2840,VSE Corp.,VSE技术服务,VSEC
2841,"Easterly Government Properties, Inc.","Easterly Government Properties, Inc.",DEA
2842,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.",VRDN
2843,iShares International Equity Factor ETF,iShares International Equity Factor ETF,INTF
2844,"MiMedx Group, Inc.","MiMedx Group, Inc.",MDXG
2845,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc.",JBSS
2846,"Butterfly Network, Inc.","Butterfly Network, Inc.",LGVW
2847,Formula Systems (1985) Ltd.,配方系统,FORTY
2848,"EyePoint Pharmaceuticals, Inc.","EyePoint Pharmaceuticals, Inc.",EYPT
2849,Invesco Large Cap Growth ETF,Invesco Large Cap Growth ETF,PWB
2850,JPMorgan BetaBuilders MSCI U.S. REIT ETF,JPMorgan BetaBuilders MSCI U.S. REIT ETF,BBRE
2851,Elme Communities,Elme Communities,ELME
2852,"Kronos Worldwide, Inc.",康诺斯全球,KRO
2853,MTGE Investment Corp.,MTGE Investment Corp.,MTGEP
2854,"Pacific Biosciences of California, Inc.","Pacific Biosciences of California, Inc.",PACB
2855,Central Puerto SA,Central Puerto SA,CEPU
2856,"Encore Capital Group, Inc.",安可资本,ECPG
2857,"Fresh Del Monte Produce, Inc.",戴尔蒙特新鲜制造,FDP
2858,"Kennedy-Wilson Holdings, Inc.","Kennedy-Wilson Holdings, Inc.",KW
2859,TriCo Bancshares,TriCo Bancshares,TCBK
2860,iShares U.S. Financials ETF,金融指数ETF-iShares Dow Jones,IYF
2861,"Soho House & Co., Inc.","Soho House & Co., Inc.",SHCO
2862,"Vivid Seats, Inc.","Vivid Seats, Inc.",SEAT
2863,Nuveen Municipal High Income Opportunity Fund,Nuveen Municipal High Income Opportunity Fund,NMZ
2864,Nuveen NASDAQ 100 Dynamic Overwrite Fund,Nuveen NASDAQ 100 Dynamic Overwrite Fund,QQQX
2865,iShares Core MSCI Pacific ETF,iShares Core MSCI Pacific ETF,IPAC
2866,"Kyverna Therapeutics, Inc.","Kyverna Therapeutics, Inc.",KYTX
2867,"Virtus AllianzGI Dividend, Interest & Premium Strategy Fund","Virtus AllianzGI Dividend, Interest & Premium Strategy Fund",NFJ
2868,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc.",NYMTN
2869,iShares Cohen & Steers REIT ETF,不动产指数ETF-iShares,ICF
2870,"Safety Insurance Group, Inc.","Safety Insurance Group, Inc.",SAFT
2871,Scholastic Corp.,学乐集团,SCHL
2872,"Atlas Energy Solutions, Inc.","Atlas Energy Solutions, Inc.",AESI
2873,Vanguard International Dividend Appreciation ETF,Vanguard International Dividend Appreciation ETF,VIGI
2874,Orla Mining Ltd.,Orla Mining Ltd.,ORLA
2875,Hive Blockchain Technologies Ltd.,Hive Blockchain Technologies Ltd.,HVBT
2876,"Tevogen Bio Holdings, Inc.","Tevogen Bio Holdings, Inc.",TVGN
2877,"American Finance Trust, Inc.","American Finance Trust, Inc.",AFINP
2878,Pagaya Technologies Ltd.,Pagaya Technologies Ltd.,PGY
2879,"Provident Financial Services, Inc.","Provident Financial Services, Inc.",PFS
2880,Nuveen Floating Rate Income Fund,JFR基金,JFR
2881,Perdoceo Education Corp.,Perdoceo Education Corp.,PRDO
2882,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,OXLC
2883,"Brookdale Senior Living, Inc.",布鲁克代尔高级护理,BKD
2884,TASER International,TASER International,TASR
2885,Global X SuperDividend ETF,Global X 超级红利 ETF,SDIV
2886,Invesco BulletShares 2020 High Yield Corporate Bond ETF,Invesco BulletShares 2020 High Yield Corporate Bond ETF,BSJK
2887,"Seabridge Gold, Inc.","Seabridge Gold, Inc.",SA
2888,Silver Standard Resources Inc,Silver Standard Resources Inc,SSRI
2889,Eaton Vance Limited Duration Income Fund,Eaton Vance Limited Duration Income Fund,EVV
2890,"MFA Financial, Inc.","MFA Financial, Inc.",MFA
2891,"Montrose Environmental Group, Inc.","Montrose Environmental Group, Inc.",MEG
2892,"Gogo, Inc.","Gogo, Inc.",GOGO
2893,"Tango Therapeutics, Inc.","Tango Therapeutics, Inc.",TNGX
2894,Natural Resource Partners LP,Natural Resource Partners LP,NRP
2895,"Employers Holdings, Inc.",Employers控股,EIG
2896,"AMC Entertainment Holdings, Inc.",AMC院线公司,AMC
2897,"UMH Properties, Inc.","UMH Properties, Inc.",UMH
2898,"Triumph Group, Inc.","Triumph Group, Inc.",TGI
2899,Fidelity National Financial Inc,Fidelity National Financial Inc,FNFV
2900,Xtrackers MSCI Europe Hedged Equity ETF,Xtrackers MSCI Europe Hedged Equity ETF,DBEU
2901,Apartment Investment & Management Co.,公寓投资管理公司,AIV
2902,Central Securities Corp.,Central Securities Corp.,CET
2903,"Gores Guggenheim, Inc.","Gores Guggenheim, Inc.",GGPI
2904,Quanex Building Products Corp.,Quanex Building Products Corp.,NX
2905,"TaskUs, Inc.","TaskUs, Inc.",TASK
2906,JPMorgan Diversified Return U.S. Equity ETF,JPMorgan Diversified Return U.S. Equity ETF,JPUS
2907,"BioCryst Pharmaceuticals, Inc.",BioCryst制药,BCRX
2908,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,TDTT
2909,Pacer Trendpilot 100 ETF,Pacer Trendpilot 100 ETF,PTNQ
2910,Mercantil Bank Holding Corp.,Mercantil Bank Holding Corp.,MBNAA
2911,Invesco S&P MidCap Momentum ETF,Invesco S&P MidCap Momentum ETF,XMMO
2912,New Mountain Finance Corp.,New Mountain Finance Corp.,NMFX
2913,"Benchmark Electronics, Inc.","Benchmark Electronics, Inc.",BHE
2914,"Mitsubishi UFJ Financial Group, Inc.",三菱日联金融集团,MTU
2915,"Koppers Holdings, Inc.",科佩斯控股,KOP
2916,Dole Plc,都乐食品,DOLE
2917,"Alexander's, Inc.",亚历山大公司,ALX
2918,"Ameresco, Inc.",阿梅雷斯克公司,AMRC
2919,Navigator Holdings Ltd.,Navigator Holdings Ltd.,NVGS
2920,"ScanSource, Inc.","ScanSource, Inc.",SCSC
2921,"HCI Group, Inc.","HCI Group, Inc.",HCI
2922,Jin Medical International Ltd.,中进医疗器材国际有限公司,ZJYL
2923,Service Properties Trust,Service Properties Trust,SVC
