,name,cname,symbol
12903,Nuveen Preferred & Income Etf,Nuveen Preferred & Income Etf,NPFI
12904,Northern Revival Acquisition Corp.,Northern Revival Acquisition Corp.,NRACW
12905,Xtrackers Rreef Global Natural Resources Etf,Xtrackers Rreef Global Natural Resources Etf,NRES
12906,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,NRGD
12907,MicroSectors U.S. Big Oil Index 2X Leveraged ETN,MicroSectors U.S. Big Oil Index 2X Leveraged ETN,NRGO
12908,MicroSectors U.S. Big Oil Index 3X Leveraged ETN,MicroSectors U.S. Big Oil Index 3X Leveraged ETN,NRGU
12909,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETN,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETN,NRGZ
12910,Aztlan North America Nearshoring Stock Selection ETF,Aztlan North America Nearshoring Stock Selection ETF,NRSH
12911,Neurosense Therapeutics Ltd.,Neurosense Therapeutics Ltd.,NRSNW
12912,National Rural Utilities Cooperative Finance Corp.,National Rural Utilities Cooperative Finance Corp.,NRUC
12913,"NRX Pharmaceuticals, Inc.","NRX Pharmaceuticals, Inc.",NRXPW
12914,Nuveen Sustainable Core Etf,Nuveen Sustainable Core Etf,NSCR
12915,Nuveen Small Cap Select ETF,Nuveen Small Cap Select ETF,NSCS
12916,National Security Emerging Markets Index ETF,National Security Emerging Markets Index ETF,NSI
12917,Nationwide S&P 500 Risk-Managed Income ETF,Nationwide S&P 500 Risk-Managed Income ETF,NSPI
12918,NightShares 500 1x 15x ETF,NightShares 500 1x 15x ETF,NSPL
12919,"InspireMD, Inc.","InspireMD, Inc.",NSPRW
12920,NightShares 500 ETF,NightShares 500 ETF,NSPY
12921,NYSE Tick Pilot Test Sym-G1,NYSE Tick Pilot Test Sym-G1,NTEST.A
12922,NYSE Tick Pilot Test Sym-G2,NYSE Tick Pilot Test Sym-G2,NTEST.B
12923,Tick Pilot Test C,Tick Pilot Test C,NTEST.C
12924,NTEST.D,NTEST.D,NTEST.D
12925,NTEST.E,NTEST.E,NTEST.E
12926,NTEST.F,NTEST.F,NTEST.F
12927,NTEST.H,NTEST.H,NTEST.H
12928,NTEST.I,NTEST.I,NTEST.I
12929,NTEST.J,NTEST.J,NTEST.J
12930,NTEST.K,NTEST.K,NTEST.K
12931,NTEST.L,NTEST.L,NTEST.L
12932,NTEST.M,NTEST.M,NTEST.M
12933,NTEST.O,NTEST.O,NTEST.O
12934,NTEST.P,NTEST.P,NTEST.P
12935,NTEST.Q,NTEST.Q,NTEST.Q
12936,NTEST.R,NTEST.R,NTEST.R
12937,NTEST.S,NTEST.S,NTEST.S
12938,NTEST.T,NTEST.T,NTEST.T
12939,NTEST.V,NTEST.V,NTEST.V
12940,NTEST.W,NTEST.W,NTEST.W
12941,NTEST.Y,NTEST.Y,NTEST.Y
12942,NTEST.Z,NTEST.Z,NTEST.Z
12943,NTG.R,NTG.R,NTG.R
12944,Nationwide Russell 2000 Risk-Managed Income ETF,Nationwide Russell 2000 Risk-Managed Income ETF,NTKI
12945,"Nutriband, Inc.","Nutriband, Inc.",NTRBW
12946,Global X Carbon Credits Strategy ETF,Global X Carbon Credits Strategy ETF,NTRL
12947,WisdomTree Emerging Markets Efficient Core Fund,WisdomTree Emerging Markets Efficient Core Fund,NTSE
12948,Wisdomtree International Efficient Core Fund,Wisdomtree International Efficient Core Fund,NTSI
12949,Nuveen Global Net Zero Transition ETF,Nuveen Global Net Zero Transition ETF,NTZG
12950,Impact Shares MSCI Global Climate Select ETF,Impact Shares MSCI Global Climate Select ETF,NTZO
12951,Nubia Brand International Corp.,Nubia Brand International Corp.,NUBIW
12952,NUVEEN ESG DIVIDEND ETF,NUVEEN ESG DIVIDEND ETF,NUDV
12953,Nushares ETF Trust - Nuveen Growth Opportunities ETF,Nushares ETF Trust - Nuveen Growth Opportunities ETF,NUGO
12954,"Nukkleus, Inc.","Nukkleus, Inc.",NUKKW
12955,Range Nuclear Renaissance Index ETF,Range Nuclear Renaissance Index ETF,NUKZ
12956,Nuveen Ultra Short Income Etf,Nuveen Ultra Short Income Etf,NUSB
12957,NorthView Acquisition Corp.,NorthView Acquisition Corp.,NVACR
12958,NorthView Acquisition Corp.,NorthView Acquisition Corp.,NVACW
12959,AllianzIM U.S. Large Cap Buffer10 Nov ETF,AllianzIM U.S. Large Cap Buffer10 Nov ETF,NVBT
12960,AllianzIM US Large Cap Buffer20 Nov ETF,AllianzIM US Large Cap Buffer20 Nov ETF,NVBW
12961,GraniteShares 2x Short NVDA Daily ETF,GraniteShares 2x Short NVDA Daily ETF,NVD
12962,Direxion Daily NVDA Bear 1X Shares,Direxion Daily NVDA Bear 1X Shares,NVDD
12963,GraniteShares 1.5x Long NVDA Daily ETF,GraniteShares 1.5x Long NVDA Daily ETF,NVDL
12964,AXS 1.25X NVDA Bear Daily ETF,AXS 1.25X NVDA Bear Daily ETF,NVDS
12965,Direxion Daily NVDA Bull 15X Shares,Direxion Daily NVDA Bull 15X Shares,NVDU
12966,T-Rex 2X Long NVIDIA Daily Target ETF,T-Rex 2X Long NVIDIA Daily Target ETF,NVDX
12967,YieldMax NVDA Option Income Strategy ETF,YieldMax NVDA Option Income Strategy ETF,NVDY
12968,Horizon Kinetics Energy & Remediation ETF,Horizon Kinetics Energy & Remediation ETF,NVIR
12969,TRUESHARES STRUCTURED OUTCOME (,TRUESHARES STRUCTURED OUTCOME (,NVMZ
12970,Nvni Group Ltd.,Nvni Group Ltd.,NVNIW
12971,Qraft Ai-Enhanced US Next Value ETF,Qraft Ai-Enhanced US Next Value ETF,NVQ
12972,Nuvve Holding Corp.,Nuvve Holding Corp.,NVVEW
12973,"Northwest Biotherapeutics, Inc.","Northwest Biotherapeutics, Inc.",NWBOW
12974,Nuveen Winslow Large-Cap Growth ESG ETF,Nuveen Winslow Large-Cap Growth ESG ETF,NWLG
12975,"NWTN, Inc.","NWTN, Inc.",NWTNW
12976,NXG NextGen Infrastructure Income Fund,NXG NextGen Infrastructure Income Fund,NXG
12977,"NexGel, Inc.","NexGel, Inc.",NXGLW
12978,"Nexalin Technology, Inc.","Nexalin Technology, Inc.",NXLIW
12979,NextPlat Corp.,NextPlat Corp.,NXPLW
12980,AXS Green Alpha ETF,AXS Green Alpha ETF,NXTE
12981,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc.",NYMTL
12982,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc.",NYMTZ
12983,SPDR MSCI ACWI Low Carbon Target ETF,SPDR MSCI ACWI Low Carbon Target ETF,NZAC
12984,Nuveen California Dividend Advantage Municipal Fund 3,Nuveen California Dividend Advantage Municipal Fund 3,NZH
12985,Strategy Shares Halt Climate Change ETF,Strategy Shares Halt Climate Change ETF,NZRO
12986,SPDR MSCI USA Climate Paris Aligned ETF,SPDR MSCI USA Climate Paris Aligned ETF,NZUS
12987,"OmniAb, Inc.","OmniAb, Inc.",OABIV
12988,"OmniAb, Inc.","OmniAb, Inc.",OABIW
12989,OneAscent Core Plus Bond ETF,OneAscent Core Plus Bond ETF,OACP
12990,Origo Acquisition Corp.,Origo Acquisition Corp.,OACQR
12991,Origo Acquisition Corp.,Origo Acquisition Corp.,OACQW
12992,OneAscent Emerging Markets ETF,OneAscent Emerging Markets ETF,OAEM
12993,Teucrium AiLA Long-Short Agriculture Strategy ETF,Teucrium AiLA Long-Short Agriculture Strategy ETF,OAIA
12994,Teucrium AiLA Long-Short Base Metals Strategy ETF,Teucrium AiLA Long-Short Base Metals Strategy ETF,OAIB
12995,Optimize AI Smart Sentiment Event-Driven ETF,Optimize AI Smart Sentiment Event-Driven ETF,OAIE
12996,OneAscent International Equity ETF,OneAscent International Equity ETF,OAIM
12997,Oak Woods Acquisition Corp.,Oak Woods Acquisition Corp.,OAKUR
12998,Oak Woods Acquisition Corp.,Oak Woods Acquisition Corp.,OAKUW
12999,OneAscent Large Cap Core ETF,OneAscent Large Cap Core ETF,OALC
13000,OAPH,OAPH,OAPH
13001,YieldMax ARKK Option Income Strategy ETF,YieldMax ARKK Option Income Strategy ETF,OARK
13002,US Treasury 12 Month Bill ETF,US Treasury 12 Month Bill ETF,OBIL
13003,SPDR Loomis Sayles Opportunistic Bond ETF,SPDR Loomis Sayles Opportunistic Bond ETF,OBND
13004,OCA Acquisition Corp.,OCA Acquisition Corp.,OCAXU
13005,OCA Acquisition Corp.,OCA Acquisition Corp.,OCAXW
13006,"OFS Credit Co., Inc.","OFS Credit Co., Inc.",OCCIN
13007,"OFS Credit Co., Inc.","OFS Credit Co., Inc.",OCCIO
13008,"Ocean Biomedical, Inc.","Ocean Biomedical, Inc.",OCEAW
13009,IQ Clean Oceans ETF,IQ Clean Oceans ETF,OCEN
13010,OceanFirst Financial Corp.,OceanFirst Financial Corp.,OCFCP
13011,Oculus Innovative Sciences,Oculus Innovative Sciences,OCLS
13012,"Oculus Innovative Sciences, Inc. - Warrants","Oculus Innovative Sciences, Inc. - Warrants",OCLSW
13013,Oculis Holding AG,Oculis Holding AG,OCSAW
13014,Oaktree Specialty Lending Corp.,Oaktree Specialty Lending Corp.,OCSLL
13015,Innovator Premium Income 10 Barrier ETF - October,Innovator Premium Income 10 Barrier ETF - October,OCTD
13016,OCTH,OCTH,OCTH
13017,Innovator Premium Income 30 Barrier ETF - October,Innovator Premium Income 30 Barrier ETF - October,OCTJ
13018,Innovator Premium Income 40 Barrier ETF - October,Innovator Premium Income 40 Barrier ETF - October,OCTQ
13019,AllianzIM U.S. Large Cap Buffer10 Oct ETF,AllianzIM U.S. Large Cap Buffer10 Oct ETF,OCTT
13020,AllianzIM U.S. Large Cap Buffer20 Oct ETF,AllianzIM U.S. Large Cap Buffer20 Oct ETF,OCTW
13021,TRUESHARES STRUCTURED OUTCOME (,TRUESHARES STRUCTURED OUTCOME (,OCTZ
13022,Pacer BlueStar Digital Entertainment ETF,Pacer BlueStar Digital Entertainment ETF,ODDS
13023,Osisko Development Corp.,Osisko Development Corp.,ODVWZ
13024,OEUH,OEUH,OEUH
13025,Range Global Offshore Oil Services Index ETF,Range Global Offshore Oil Services Index ETF,OFOS
13026,OFS Capital Corp.,OFS Capital Corp.,OFSSG
13027,OFS Capital Corp.,OFS Capital Corp.,OFSSH
13028,OFS Capital Corp.,OFS Capital Corp.,OFSSI
13029,OFS Capital Corp.,OFS Capital Corp.,OFSSZ
13030,iPath Pure Beta Crude Oil ETN,原油指数ETF-iPath S&P GSCI,OIL
13031,iPath Series B S&P GSCI Crude Oil ETN,iPath Series B S&P GSCI Crude Oil ETN,OILB
13032,OmniLit Acquisition Corp.,OmniLit Acquisition Corp.,OLITW
13033,Old National Bancorp,Old National Bancorp,ONBPO
13034,Old National Bancorp,Old National Bancorp,ONBPP
13035,ProShares On-Demand ETF,ProShares On-Demand ETF,OND
13036,SPDR SERIES TRUST,SPDR SERIES TRUST,ONEK
13037,"Onfolio Holdings, Inc.","Onfolio Holdings, Inc.",ONFOW
13038,OneMedNet Corp.,OneMedNet Corp.,ONMDW
13039,Global X Adaptive US Risk Management ETF,Global X Adaptive US Risk Management ETF,ONOF
13040,ONS Acquisition Corp.,ONS Acquisition Corp.,ONS.UN
13041,"Oncobiologics, Inc.","Oncobiologics, Inc.",ONSIW
13042,"Oncobiologics, Inc.","Oncobiologics, Inc.",ONSIZ
13043,O'Shares FTSE Russell International Quality Dividend ETF,O'Shares FTSE Russell International Quality Dividend ETF,ONTL
13044,"Onconova Therapeutics, Inc.","Onconova Therapeutics, Inc.",ONTXW
13045,Onyx Acquisition Co. I,Onyx Acquisition Co. I,ONYXU
13046,Onyx Acquisition Co. I,Onyx Acquisition Co. I,ONYXW
13047,Direxion Daily Travel & Vacation Bull 2X Shares,Direxion Daily Travel & Vacation Bull 2X Shares,OOTO
13048,"BurgerFi International, Inc.","BurgerFi International, Inc.",OPESW
13049,"OpGen, Inc.","OpGen, Inc.",OPGNW
13050,"Opti-Harvest, Inc.","Opti-Harvest, Inc.",OPHV
13051,Office Properties Income Trust,Office Properties Income Trust,OPINL
13052,Corbett Road Tactical Opportunity ETF,Corbett Road Tactical Opportunity ETF,OPPX
13053,"Syntec Optics Holdings, Inc.","Syntec Optics Holdings, Inc.",OPTXW
13054,"Opexa Therapeutics, Inc.","Opexa Therapeutics, Inc.",OPXAW
13055,Constrained Capital ESG Orphan ETF,Constrained Capital ESG Orphan ETF,ORFN
13056,"Origin Materials, Inc.","Origin Materials, Inc.",ORGNW
13057,"Organogenesis Holdings, Inc.","Organogenesis Holdings, Inc.",ORGOW
13058,"Prosomnus, Inc.","Prosomnus, Inc.",OSAAW
13059,Orbsat Corp.,Orbsat Corp.,OSATW
13060,Harbor International Compounders ETF,Harbor International Compounders ETF,OSEA
13061,OSLE.L,OSLE.L,OSLE.L
13062,SLM Corporation,SLM Corporation,OSM
13063,Osprey Energy Acquisition Corp.,Osprey Energy Acquisition Corp.,OSPRW
13064,Oyster Enterprises Acquisition Corp.,Oyster Enterprises Acquisition Corp.,OSTRU
13065,OceanTech Acquisitions I Corp.,OceanTech Acquisitions I Corp.,OTECW
13066,"Outlook Therapeutics, Inc.",OTLK权证,OTLKW
13067,OTR Acquisition Corp.,OTR Acquisition Corp.,OTRAW
13068,"Ontrak, Inc.","Ontrak, Inc.",OTRKP
13069,Overlay Shares Hedged Large Cap Equity ETF,Overlay Shares Hedged Large Cap Equity ETF,OVLH
13070,Overlay Shares Short Term Bond ETF,Overlay Shares Short Term Bond ETF,OVT
13071,Impact Shares Affordable Housing MBS ETF,Impact Shares Affordable Housing MBS ETF,OWNS
13072,Oxbridge Acquisition Corp.,Oxbridge Acquisition Corp.,OXACW
13073,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,OXLCL
13074,Oxford Lane Capital Corp.,OXLC优先股2024年期,OXLCM
13075,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,OXLCN
13076,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,OXLCP
13077,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,OXLCZ
13078,Oxford Square Capital Corp.,Oxford Square Capital Corp.,OXSQG
13079,Oxford Square Capital Corp.,Oxford Square Capital Corp.,OXSQZ
13080,Oxus Acquisition Corp.,Oxus Acquisition Corp.,OXUSW
13081,Bank OZK,Bank OZK,OZKAP
13082,PGIM AAA CLO ETF,PGIM AAA CLO ETF,PAAA
13083,Proficient Alpha Acquisition Corp.,Proficient Alpha Acquisition Corp.,PAACW
13084,PGIM Active Aggregate Bond ETF,PGIM Active Aggregate Bond ETF,PAB
13085,iShares Paris-Aligned Climate MSCI World ex USA ETF,iShares Paris-Aligned Climate MSCI World ex USA ETF,PABD
13086,iShares Paris-Aligned Climate MSCI USA ETF,iShares Paris-Aligned Climate MSCI USA ETF,PABU
13087,PACE HOLDINGS CORP.,PACE HOLDINGS CORP.,PACEU
13088,Pace Holdings Corp,Pace Holdings Corp,PACEW
13089,PROOF Acquisition Corp I,PROOF Acquisition Corp I,PACI.U
13090,PROOF Acquisition Corp I,PROOF Acquisition Corp I,PACI.UN
13091,Pacer Autopilot Hedged European Index ETF,Pacer Autopilot Hedged European Index ETF,PAEU
13092,"PAE, Inc.","PAE, Inc.",PAEWW
13093,Pacifico Acquisition Corp.,Pacifico Acquisition Corp.,PAFOR
13094,Pacifico Acquisition Corp.,Pacifico Acquisition Corp.,PAFOU
13095,PETRA ACQUISITION INC C/WTS 25/,PETRA ACQUISITION INC C/WTS 25/,PAICW
13096,acer Lunt Large Cap Multi-Factor Alternator ETF,acer Lunt Large Cap Multi-Factor Alternator ETF,PALC
13097,Pacer Lunt MidCap Multi-Factor Alternator ETF,Pacer Lunt MidCap Multi-Factor Alternator ETF,PAMC
13098,PARAMETRIC EQUITY PREMIUM INCOM,PARAMETRIC EQUITY PREMIUM INCOM,PAPI
13099,Provident Acquisition Corp.,Provident Acquisition Corp.,PAQCW
13100,Paramount Global,Paramount Global,PARAP
13101,PIMCO Access Income Fund,PIMCO Access Income Fund,PAXS
13102,"Payoneer Global, Inc.","Payoneer Global, Inc.",PAYOW
13103,Phoenix Biotech Acquisition Corp.,Phoenix Biotech Acquisition Corp.,PBAXU
13104,Phoenix Biotech Acquisition Corp.,Phoenix Biotech Acquisition Corp.,PBAXW
13105,Prospect Capital Corp.,Prospect Capital Corp.,PBC
13106,Putnam BDC Income ETF,Putnam BDC Income ETF,PBDC
13107,PBFB,PBFB,PBFB
13108,PGIM US Large-Cap Buffer 20 ETF - January,PGIM US Large-Cap Buffer 20 ETF - January,PBJA
13109,PGIM PORTFOLIO BALLAST ETF,PGIM PORTFOLIO BALLAST ETF,PBL
13110,PGIM US Large-Cap Buffer 20 ETF - March,PGIM US Large-Cap Buffer 20 ETF - March,PBMR
13111,Psyence Biomedical Ltd.,Psyence Biomedical Ltd.,PBMWW
13112,Pacer iPath Gold Trendpilot ETN,Pacer iPath Gold Trendpilot ETN,PBUG
13113,PC Connection,PC Connection,PCCC
13114,Perception Capital Corp. II,Perception Capital Corp. II,PCCTW
13115,Polen Capital Global Growth ETF,Polen Capital Global Growth ETF,PCGG
13116,Putnam ESG Core Bond ETF,Putnam ESG Core Bond ETF,PCRB
13117,"Purecycle Technologies, Inc.","Purecycle Technologies, Inc.",PCTTU
13118,"Purecycle Technologies, Inc.","Purecycle Technologies, Inc.",PCTTW
13119,Invesco Agriculture Commodity Strategy No K-1 ETF,Invesco Agriculture Commodity Strategy No K-1 ETF,PDBA
13120,PIMCO Dynamic Income Strategy Fund,PIMCO Dynamic Income Strategy Fund,PDX
13121,Project Energy Reimagined Acquisition Corp.,Project Energy Reimagined Acquisition Corp.,PEGRW
13122,Putnam Emerging Markets ex-China ETF,Putnam Emerging Markets ex-China ETF,PEMX
13123,PepperLime Health Acquisition Corp.,PepperLime Health Acquisition Corp.,PEPLU
13124,PepperLime Health Acquisition Corp.,PepperLime Health Acquisition Corp.,PEPLW
13125,Global X Permanent ETF,Global X Permanent ETF,PERM
13126,"PetVivo Holdings, Inc.","PetVivo Holdings, Inc.",PETVW
13127,Wag! Group Co.,Wag! Group Co.,PETWW
13128,Pathfinder Acquisition Corp.,Pathfinder Acquisition Corp.,PFDRW
13129,INNOVATOR S&#38;P 500 POWER BUFFER ETF - FEBRUARY,INNOVATOR S&#38;P 500 POWER BUFFER ETF - FEBRUARY,PFEB
13130,AXS 2X PFE Bull ETF,AXS 2X PFE Bull ETF,PFEL
13131,AXS 2X PFE Bear Daily ETF,AXS 2X PFE Bear Daily ETF,PFES
13132,iShares Preferred & Income Securities ETF,优先股指数ETF-iShares S&P,PFF
13133,Global X Variable Rate Preferred ETF,Global X Variable Rate Preferred ETF,PFFV
13134,Simplify Interest Rate Hedge ETF,Simplify Interest Rate Hedge ETF,PFIX
13135,PGIM Floating Rate Income ETF,PGIM Floating Rate Income ETF,PFRL
13136,Perception Capital Corp. III,Perception Capital Corp. III,PFTAU
13137,PORTAGE FINTECH ACQUISITION COR,PORTAGE FINTECH ACQUISITION COR,PFTAW
13138,Putnam Sustainable Future ETF,Putnam Sustainable Future ETF,PFUT
13139,Amplify YieldShares Prime 5 Dividend ETF,Amplify YieldShares Prime 5 Dividend ETF,PFV
13140,PhenixFIN Corp.,PhenixFIN Corp.,PFXNZ
13141,iPath Asian & Gulf Currency Revaluation ETN,iPath Asian & Gulf Currency Revaluation ETN,PGD
13142,Putnam Focused Large Cap Growth ETF,Putnam Focused Large Cap Growth ETF,PGRO
13143,Pagaya Technologies Ltd.,Pagaya Technologies Ltd.,PGYWW
13144,PARAMETRIC HEDGED EQUITY ETF,PARAMETRIC HEDGED EQUITY ETF,PHEQ
13145,Putnam ESG High Yield ETF,Putnam ESG High Yield ETF,PHYD
13146,ClearShares Piton Intermediate Fixed Income ETF,ClearShares Piton Intermediate Fixed Income ETF,PIFI
13147,"P3 Health Partners, Inc.","P3 Health Partners, Inc.",PIIIW
13148,Direxion Daily Pharmaceutical &amp; Medical Bear 2X Shares,Direxion Daily Pharmaceutical &amp; Medical Bear 2X Shares,PILS
13149,Simplify Health Care ETF,Simplify Health Care ETF,PINK
13150,"Active Power, Inc.  ","Active Power, Inc.  ",PIOI
13151,VANECK COMMODITY STRATEGY ETF,VANECK COMMODITY STRATEGY ETF,PIT
13152,PGIM Jennison Better Future ETF,PGIM Jennison Better Future ETF,PJBF
13153,PGIM Jennison Focused Growth ETF,PGIM Jennison Focused Growth ETF,PJFG
13154,PGIM Jennison Focused Mid-Cap ETF,PGIM Jennison Focused Mid-Cap ETF,PJFM
13155,PGIM Jennison Focused Value ETF,PGIM Jennison Focused Value ETF,PJFV
13156,PGIM JENNISON INTERNATIONAL OPP,PGIM JENNISON INTERNATIONAL OPP,PJIO
13157,Merrill Lynch Depositor Inc PreferredPLUS 7.55% Trust Cert Serie,Merrill Lynch Depositor Inc PreferredPLUS 7.55% Trust Cert Serie,PJS
13158,"Peak Bio, Inc.","Peak Bio, Inc.",PKBOW
13159,Patria Latin American Opportunity Acquisition Corp.,Patria Latin American Opportunity Acquisition Corp.,PLAOU
13160,Patria Latin American Opportunity Acquisition Corp.,Patria Latin American Opportunity Acquisition Corp.,PLAOW
13161,WisdomTree Modern Tech Platforms Fund,WisdomTree Modern Tech Platforms Fund,PLAT
13162,Putnam Sustainable Leaders ETF,Putnam Sustainable Leaders ETF,PLDR
13163,Plum Acquisition Corp. I,Plum Acquisition Corp. I,PLMIW
13164,Plum Acquisition Corp. III,Plum Acquisition Corp. III,PLMJU
13165,Plum Acquisition Corp. III,Plum Acquisition Corp. III,PLMJW
13166,PRINCIPAL U.S. LARGE-CAP ADAPTI,PRINCIPAL U.S. LARGE-CAP ADAPTI,PLRG
13167,Principal US Smallcap Adaptive Multi-Factor ETF,Principal US Smallcap Adaptive Multi-Factor ETF,PLTL
13168,Plutonian Acquisition Corp.,Plutonian Acquisition Corp.,PLTNR
13169,Plutonian Acquisition Corp.,Plutonian Acquisition Corp.,PLTNU
13170,Plutonian Acquisition Corp.,Plutonian Acquisition Corp.,PLTNW
13171,Playa Hotels &#38; Resorts NV Warrants,Playa Hotels &#38; Resorts NV Warrants,PLYAW
13172,INNOVATOR S&#38;P 500 POWER BUFFER ETF - MARCH,INNOVATOR S&#38;P 500 POWER BUFFER ETF - MARCH,PMAR
13173,Innovator S&P 500 Power Buffer ETF - May,Innovator S&P 500 Power Buffer ETF - May,PMAY
13174,Priveterra Acquisition Corp. II,Priveterra Acquisition Corp. II,PMGMU
13175,Priveterra Acquisition Corp. II,Priveterra Acquisition Corp. II,PMGMW
13176,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust,PMTU
13177,Prime Number Acquisition I Corp.,Prime Number Acquisition I Corp.,PNACR
13178,Prime Number Acquisition I Corp.,Prime Number Acquisition I Corp.,PNACU
13179,Prime Number Acquisition I Corp.,Prime Number Acquisition I Corp.,PNACW
13180,"Pinnacle Financial Partners, Inc.","Pinnacle Financial Partners, Inc.",PNFPP
13181,PennantPark Investment Corp.,PennantPark Investment Corp.,PNNTG
13182,PennantPark Investment Corporation 6.25% Senior Notes due 2025,PennantPark Investment Corporation 6.25% Senior Notes due 2025,PNTA
13183,PNTA.L,PNTA.L,PNTA.L
13184,Pono Capital Corp.,Pono Capital Corp.,PONOU
13185,Pono Capital Corp.,Pono Capital Corp.,PONOW
13186,Southport Acquisition Corp.,Southport Acquisition Corp.,PORT.UN
13187,Invesco Bloomberg Pricing Power ETF,Invesco Bloomberg Pricing Power ETF,POWA
13188,Meet Kevin Pricing Power ETF,Meet Kevin Pricing Power ETF,PP
13189,Poema Global Holdings Corp.,Poema Global Holdings Corp.,PPGHW
13190,PHP Ventures Acquisition Corp.,PHP Ventures Acquisition Corp.,PPHPR
13191,PHP Ventures Acquisition Corp.,PHP Ventures Acquisition Corp.,PPHPU
13192,PHP Ventures Acquisition Corp.,PHP Ventures Acquisition Corp.,PPHPW
13193,AXS Astoria Inflation Sensitive ETF,AXS Astoria Inflation Sensitive ETF,PPI
13194,Putnam PanAgora ESG International Equity ETF,Putnam PanAgora ESG International Equity ETF,PPIE
13195,Cushing 30 MLP Index ETN,Cushing 30 MLP Index ETN,PPLN
13196,Portfolio+ Total Bond Markets ETF,Portfolio+ Total Bond Markets ETF,PPTB
13197,Papaya Growth Opportunity Corp. I,Papaya Growth Opportunity Corp. I,PPYAU
13198,Papaya Growth Opportunity Corp. I,Papaya Growth Opportunity Corp. I,PPYAW
13199,Principal Spectrum Tax-Advantaged Dividend Active ETF,Principal Spectrum Tax-Advantaged Dividend Active ETF,PQDI
13200,PlanRock Alternative Growth ETF,PlanRock Alternative Growth ETF,PRAE
13201,FIS Christian Stock Fund,FIS Christian Stock Fund,PRAY
13202,PORCH GROUP INC C/WTS 23/12/202,PORCH GROUP INC C/WTS 23/12/202,PRCHW
13203,PIMCO Preferred & Capital Securities Active ETF,PIMCO Preferred & Capital Securities Active ETF,PRFD
13204,"United Parks & Resorts, Inc.","United Parks & Resorts, Inc.",PRKS
13205,Pearl Holdings Acquisition Corp.,Pearl Holdings Acquisition Corp.,PRLHU
13206,Pearl Holdings Acquisition Corp.,Pearl Holdings Acquisition Corp.,PRLHW
13207,PlanRock Market Neutral Income ETF,PlanRock Market Neutral Income ETF,PRMN
13208,Procaps Group SA,Procaps Group SA,PROCW
13209,"Purple Innovation, Inc.","Purple Innovation, Inc.",PRPLW
13210,Prospector Capital Corp.,Prospector Capital Corp.,PRSRW
13211,"Presto Automation, Inc.","Presto Automation, Inc.",PRSTW
13212,"Priority Technology Holdings, Inc.","Priority Technology Holdings, Inc.",PRTHW
13213,PROPERTY SOLUTIONS ACQ CORP UNITS(1 COM &#38; 1 WT EXP) 30/03/20,PROPERTY SOLUTIONS ACQ CORP UNITS(1 COM &#38; 1 WT EXP) 30/03/20,PSACU
13214,Property Solutions Acquisition Corp.,Property Solutions Acquisition Corp.,PSACW
13215,PACER SWAN SOS CONSERVATIVE (JU,PACER SWAN SOS CONSERVATIVE (JU,PSCJ
13216,PACER SWAN SOS CONSERVATIVE (OC,PACER SWAN SOS CONSERVATIVE (OC,PSCQ
13217,Pacer Swan SOS Conservative (April) ETF,Pacer Swan SOS Conservative (April) ETF,PSCW
13218,PACER SWAN SOS CONSERVATIVE (DE,PACER SWAN SOS CONSERVATIVE (DE,PSCX
13219,PGIM SHORT DURATION MULTI-SECTO,PGIM SHORT DURATION MULTI-SECTO,PSDM
13220,AdvisorShares Poseidon Dynamic Cannabis ETF,AdvisorShares Poseidon Dynamic Cannabis ETF,PSDN
13221,Pacer Swan Sos Flex December Etf,Pacer Swan Sos Flex December Etf,PSFD
13222,PACER SWAN SOS FUND OF FUNDS ET,PACER SWAN SOS FUND OF FUNDS ET,PSFF
13223,PACER SWAN SOS FLEX (JULY) ETF,PACER SWAN SOS FLEX (JULY) ETF,PSFJ
13224,Pacer Swan SOS Flex (April) ETF,Pacer Swan SOS Flex (April) ETF,PSFM
13225,Pacer Swan SOS Flex (October) ETF,Pacer Swan SOS Flex (October) ETF,PSFO
13226,Performance Sports Group Ltd. Ordinary Shares (Canada),Performance Sports Group Ltd. Ordinary Shares (Canada),PSG
13227,PGIM Short Duration High Yield ETF,PGIM Short Duration High Yield ETF,PSH
13228,AdvisorShares Psychedelics ETF,AdvisorShares Psychedelics ETF,PSIL
13229,Pacer Swan SOS Moderate (December) ETF,Pacer Swan SOS Moderate (December) ETF,PSMD
13230,Pacer Swan SOS Moderate (July) ETF,Pacer Swan SOS Moderate (July) ETF,PSMJ
13231,Pacer Swan SOS Moderate (October) ETF,Pacer Swan SOS Moderate (October) ETF,PSMO
13232,Pacer Swan SOS Moderate (April) ETF,Pacer Swan SOS Moderate (April) ETF,PSMR
